,id,cuisine,name,title,amount,indented,percentOfDailyNeeds
2,58955,Caribbean,Caribbean Mango Chutney,Saturated Fat,4g,True,30.4
3,58955,Caribbean,Caribbean Mango Chutney,Carbohydrates,7g,False,2.63
4,58955,Caribbean,Caribbean Mango Chutney,Sugar,1g,True,2.2
5,58955,Caribbean,Caribbean Mango Chutney,Cholesterol,104mg,False,34.83
6,58955,Caribbean,Caribbean Mango Chutney,Sodium,987mg,False,42.94
0,853972,Caribbean,Slow Cooker Jerk Chicken,Calories,405k,False,20.26
1,853972,Caribbean,Slow Cooker Jerk Chicken,Fat,8g,False,13.75
2,853972,Caribbean,Slow Cooker Jerk Chicken,Saturated Fat,4g,True,27.23
3,853972,Caribbean,Slow Cooker Jerk Chicken,Carbohydrates,62g,False,20.89
4,853972,Caribbean,Slow Cooker Jerk Chicken,Sugar,9g,True,10.61
5,853972,Caribbean,Slow Cooker Jerk Chicken,Cholesterol,22mg,False,7.47
6,853972,Caribbean,Slow Cooker Jerk Chicken,Sodium,1373mg,False,59.72
0,112322,Caribbean,Jamaican Jerk Chicken Drumsticks,Calories,410k,False,20.54
1,112322,Caribbean,Jamaican Jerk Chicken Drumsticks,Fat,4g,False,6.29
2,112322,Caribbean,Jamaican Jerk Chicken Drumsticks,Saturated Fat,1g,True,12.05
3,112322,Caribbean,Jamaican Jerk Chicken Drumsticks,Carbohydrates,65g,False,21.83
4,112322,Caribbean,Jamaican Jerk Chicken Drumsticks,Sugar,14g,True,16.6
5,112322,Caribbean,Jamaican Jerk Chicken Drumsticks,Cholesterol,82mg,False,27.59
6,112322,Caribbean,Jamaican Jerk Chicken Drumsticks,Sodium,389mg,False,16.95
0,858615,Caribbean,McDonald’s Chocolate Shamrock Shake (Copycat),Calories,406k,False,20.32
1,858615,Caribbean,McDonald’s Chocolate Shamrock Shake (Copycat),Fat,3g,False,5.52
2,858615,Caribbean,McDonald’s Chocolate Shamrock Shake (Copycat),Saturated Fat,1g,True,11.62
3,858615,Caribbean,McDonald’s Chocolate Shamrock Shake (Copycat),Carbohydrates,65g,False,21.83
4,858615,Caribbean,McDonald’s Chocolate Shamrock Shake (Copycat),Sugar,14g,True,16.6
5,858615,Caribbean,McDonald’s Chocolate Shamrock Shake (Copycat),Cholesterol,82mg,False,27.59
6,858615,Caribbean,McDonald’s Chocolate Shamrock Shake (Copycat),Sodium,388mg,False,16.88
0,276448,Caribbean,Caribbean BBQ Chicken,Calories,547k,False,27.36
1,276448,Caribbean,Caribbean BBQ Chicken,Fat,8g,False,13.38
2,276448,Caribbean,Caribbean BBQ Chicken,Saturated Fat,1g,True,10.18
3,276448,Caribbean,Caribbean BBQ Chicken,Carbohydrates,68g,False,22.7
4,276448,Caribbean,Caribbean BBQ Chicken,Sugar,10g,True,11.2
5,276448,Caribbean,Caribbean BBQ Chicken,Cholesterol,108mg,False,36.29
6,276448,Caribbean,Caribbean BBQ Chicken,Sodium,894mg,False,38.88
0,1434001,Caribbean,Jerk Chicken Wings,Calories,264k,False,13.24
1,1434001,Caribbean,Jerk Chicken Wings,Fat,7g,False,12.24
2,1434001,Caribbean,Jerk Chicken Wings,Saturated Fat,3g,True,20.1
3,1434001,Caribbean,Jerk Chicken Wings,Carbohydrates,9g,False,3.26
4,1434001,Caribbean,Jerk Chicken Wings,Sugar,6g,True,6.75
5,1434001,Caribbean,Jerk Chicken Wings,Cholesterol,90mg,False,30.24
6,1434001,Caribbean,Jerk Chicken Wings,Sodium,688mg,False,29.92
7,1434001,Caribbean,Jerk Chicken Wings,Alcohol,2g,False,11.44
0,180164,Caribbean,Layered Caribbean Chicken Salad,Calories,317k,False,15.89
1,180164,Caribbean,Layered Caribbean Chicken Salad,Fat,7g,False,11.94
2,180164,Caribbean,Layered Caribbean Chicken Salad,Saturated Fat,0.82g,True,5.11
3,180164,Caribbean,Layered Caribbean Chicken Salad,Carbohydrates,42g,False,14.31
4,180164,Caribbean,Layered Caribbean Chicken Salad,Sugar,9g,True,10.74
5,180164,Caribbean,Layered Caribbean Chicken Salad,Cholesterol,31mg,False,10.58
6,180164,Caribbean,Layered Caribbean Chicken Salad,Sodium,927mg,False,40.35
0,185132,Caribbean,Peppermint Pattie Iced Coffee with International Delight,Calories,359k,False,17.95
1,185132,Caribbean,Peppermint Pattie Iced Coffee with International Delight,Fat,6g,False,10.33
2,185132,Caribbean,Peppermint Pattie Iced Coffee with International Delight,Saturated Fat,1g,True,9.76
3,185132,Caribbean,Peppermint Pattie Iced Coffee with International Delight,Carbohydrates,23g,False,7.7
4,185132,Caribbean,Peppermint Pattie Iced Coffee with International Delight,Sugar,4g,True,5.18
5,185132,Caribbean,Peppermint Pattie Iced Coffee with International Delight,Cholesterol,145mg,False,48.38
6,185132,Caribbean,Peppermint Pattie Iced Coffee with International Delight,Sodium,950mg,False,41.34
0,444957,Caribbean,Watermelon Bombe,Calories,339k,False,16.99
1,444957,Caribbean,Watermelon Bombe,Fat,15g,False,23.56
2,444957,Caribbean,Watermelon Bombe,Saturated Fat,2g,True,18.31
3,444957,Caribbean,Watermelon Bombe,Carbohydrates,21g,False,7.06
4,444957,Caribbean,Watermelon Bombe,Sugar,9g,True,10.83
5,444957,Caribbean,Watermelon Bombe,Cholesterol,73mg,False,24.57
6,444957,Caribbean,Watermelon Bombe,Sodium,971mg,False,42.25
0,34784,Caribbean,Callaloo Stew,Calories,231k,False,11.57
1,34784,Caribbean,Callaloo Stew,Fat,5g,False,8.69
2,34784,Caribbean,Callaloo Stew,Saturated Fat,3g,True,19.54
3,34784,Caribbean,Callaloo Stew,Carbohydrates,37g,False,12.36
4,34784,Caribbean,Callaloo Stew,Sugar,5g,True,6.07
5,34784,Caribbean,Callaloo Stew,Cholesterol,0.0mg,False,0.0
6,34784,Caribbean,Callaloo Stew,Sodium,578mg,False,25.15
0,736614,Caribbean,Caribbean Sorrel Cocktail,Calories,293k,False,14.66
1,736614,Caribbean,Caribbean Sorrel Cocktail,Fat,3g,False,5.05
2,736614,Caribbean,Caribbean Sorrel Cocktail,Saturated Fat,1g,True,11.33
3,736614,Caribbean,Caribbean Sorrel Cocktail,Carbohydrates,64g,False,21.51
4,736614,Caribbean,Caribbean Sorrel Cocktail,Sugar,38g,True,43.12
5,736614,Caribbean,Caribbean Sorrel Cocktail,Cholesterol,6mg,False,2.05
6,736614,Caribbean,Caribbean Sorrel Cocktail,Sodium,46mg,False,2.03
7,736614,Caribbean,Caribbean Sorrel Cocktail,Alcohol,0.54g,False,3.01
0,958755,Caribbean,Peppermint Pie,Calories,60k,False,3.02
1,958755,Caribbean,Peppermint Pie,Fat,3g,False,5.82
2,958755,Caribbean,Peppermint Pie,Saturated Fat,0.68g,True,4.23
3,958755,Caribbean,Peppermint Pie,Carbohydrates,0.06g,False,0.02
4,958755,Caribbean,Peppermint Pie,Sugar,0.02g,True,0.03
5,958755,Caribbean,Peppermint Pie,Cholesterol,10mg,False,3.38
6,958755,Caribbean,Peppermint Pie,Sodium,10mg,False,0.46
0,950648,Caribbean,Low Carb Peppermint Bark,Calories,374k,False,18.74
1,950648,Caribbean,Low Carb Peppermint Bark,Fat,9g,False,15.25
2,950648,Caribbean,Low Carb Peppermint Bark,Saturated Fat,3g,True,18.75
3,950648,Caribbean,Low Carb Peppermint Bark,Carbohydrates,42g,False,14.04
4,950648,Caribbean,Low Carb Peppermint Bark,Sugar,11g,True,13.18
5,950648,Caribbean,Low Carb Peppermint Bark,Cholesterol,68mg,False,22.68
6,950648,Caribbean,Low Carb Peppermint Bark,Sodium,706mg,False,30.71
0,629767,Caribbean,Pineapple Slow Cooker Jerk Chicken Tacos,Calories,419k,False,20.99
1,629767,Caribbean,Pineapple Slow Cooker Jerk Chicken Tacos,Fat,24g,False,38.06
2,629767,Caribbean,Pineapple Slow Cooker Jerk Chicken Tacos,Saturated Fat,10g,True,63.9
3,629767,Caribbean,Pineapple Slow Cooker Jerk Chicken Tacos,Carbohydrates,24g,False,8.29
4,629767,Caribbean,Pineapple Slow Cooker Jerk Chicken Tacos,Sugar,7g,True,8.18
5,629767,Caribbean,Pineapple Slow Cooker Jerk Chicken Tacos,Cholesterol,80mg,False,26.84
6,629767,Caribbean,Pineapple Slow Cooker Jerk Chicken Tacos,Sodium,732mg,False,31.86
0,1093821,Caribbean,Caribbean style pork,Calories,551k,False,27.59
1,1093821,Caribbean,Caribbean style pork,Fat,25g,False,39.63
2,1093821,Caribbean,Caribbean style pork,Saturated Fat,11g,True,70.34
3,1093821,Caribbean,Caribbean style pork,Carbohydrates,57g,False,19.11
4,1093821,Caribbean,Caribbean style pork,Sugar,21g,True,23.84
5,1093821,Caribbean,Caribbean style pork,Cholesterol,74mg,False,24.75
6,1093821,Caribbean,Caribbean style pork,Sodium,1496mg,False,65.05
0,954576,Caribbean,Caribbean Rum Punch,Calories,490k,False,24.5
1,954576,Caribbean,Caribbean Rum Punch,Fat,24g,False,37.82
2,954576,Caribbean,Caribbean Rum Punch,Saturated Fat,20g,True,128.9
3,954576,Caribbean,Caribbean Rum Punch,Carbohydrates,66g,False,22.31
4,954576,Caribbean,Caribbean Rum Punch,Sugar,27g,True,30.05
5,954576,Caribbean,Caribbean Rum Punch,Cholesterol,0.0mg,False,0.0
6,954576,Caribbean,Caribbean Rum Punch,Sodium,691mg,False,30.06
0,197742,Caribbean,Caribbean Jerk Pork Chops,Calories,130k,False,6.53
1,197742,Caribbean,Caribbean Jerk Pork Chops,Fat,2g,False,3.68
2,197742,Caribbean,Caribbean Jerk Pork Chops,Saturated Fat,0.36g,True,2.27
3,197742,Caribbean,Caribbean Jerk Pork Chops,Carbohydrates,25g,False,8.52
4,197742,Caribbean,Caribbean Jerk Pork Chops,Sugar,6g,True,7.29
5,197742,Caribbean,Caribbean Jerk Pork Chops,Cholesterol,0.0mg,False,0.0
6,197742,Caribbean,Caribbean Jerk Pork Chops,Sodium,257mg,False,11.18
0,552761,Caribbean,Skinny Peppermint Mocha Latte,Calories,173k,False,8.66
1,552761,Caribbean,Skinny Peppermint Mocha Latte,Fat,1g,False,2.83
2,552761,Caribbean,Skinny Peppermint Mocha Latte,Saturated Fat,0.41g,True,2.58
3,552761,Caribbean,Skinny Peppermint Mocha Latte,Carbohydrates,4g,False,1.33
4,552761,Caribbean,Skinny Peppermint Mocha Latte,Sugar,1g,True,1.71
5,552761,Caribbean,Skinny Peppermint Mocha Latte,Cholesterol,62mg,False,20.98
6,552761,Caribbean,Skinny Peppermint Mocha Latte,Sodium,301mg,False,13.09
0,1446063,Caribbean,Caribbean Jerk Shrimp Tacos,Calories,417k,False,20.88
1,1446063,Caribbean,Caribbean Jerk Shrimp Tacos,Fat,12g,False,19.82
2,1446063,Caribbean,Caribbean Jerk Shrimp Tacos,Saturated Fat,2g,True,15.31
3,1446063,Caribbean,Caribbean Jerk Shrimp Tacos,Carbohydrates,63g,False,21.19
4,1446063,Caribbean,Caribbean Jerk Shrimp Tacos,Sugar,16g,True,17.88
5,1446063,Caribbean,Caribbean Jerk Shrimp Tacos,Cholesterol,20mg,False,6.8
6,1446063,Caribbean,Caribbean Jerk Shrimp Tacos,Sodium,575mg,False,25.03
0,403884,Caribbean,Chicken Rundown,Calories,424k,False,21.21
1,403884,Caribbean,Chicken Rundown,Fat,5g,False,7.76
2,403884,Caribbean,Chicken Rundown,Saturated Fat,3g,True,20.17
3,403884,Caribbean,Chicken Rundown,Carbohydrates,60g,False,20.26
4,403884,Caribbean,Chicken Rundown,Sugar,10g,True,11.69
5,403884,Caribbean,Chicken Rundown,Cholesterol,103mg,False,34.49
6,403884,Caribbean,Chicken Rundown,Sodium,732mg,False,31.83
0,551625,Caribbean,"Peppermint Martini ""Peppermintini",Calories,137k,False,6.89
1,551625,Caribbean,"Peppermint Martini ""Peppermintini",Fat,0.66g,False,1.02
2,551625,Caribbean,"Peppermint Martini ""Peppermintini",Saturated Fat,0.14g,True,0.87
3,551625,Caribbean,"Peppermint Martini ""Peppermintini",Carbohydrates,34g,False,11.49
4,551625,Caribbean,"Peppermint Martini ""Peppermintini",Sugar,28g,True,31.63
5,551625,Caribbean,"Peppermint Martini ""Peppermintini",Cholesterol,0.0mg,False,0.0
6,551625,Caribbean,"Peppermint Martini ""Peppermintini",Sodium,202mg,False,8.82
0,382457,Caribbean,Jamaican Jerk Chicken,Calories,279k,False,13.99
1,382457,Caribbean,Jamaican Jerk Chicken,Fat,8g,False,12.52
2,382457,Caribbean,Jamaican Jerk Chicken,Saturated Fat,1g,True,7.59
3,382457,Caribbean,Jamaican Jerk Chicken,Carbohydrates,16g,False,5.42
4,382457,Caribbean,Jamaican Jerk Chicken,Sugar,8g,True,9.93
5,382457,Caribbean,Jamaican Jerk Chicken,Cholesterol,273mg,False,91.29
6,382457,Caribbean,Jamaican Jerk Chicken,Sodium,708mg,False,30.8
0,148546,Caribbean,Emeril's Caribbean Cocktail,Calories,252k,False,12.61
1,148546,Caribbean,Emeril's Caribbean Cocktail,Fat,8g,False,12.4
2,148546,Caribbean,Emeril's Caribbean Cocktail,Saturated Fat,1g,True,7.85
3,148546,Caribbean,Emeril's Caribbean Cocktail,Carbohydrates,6g,False,2.33
4,148546,Caribbean,Emeril's Caribbean Cocktail,Sugar,5g,True,6.48
5,148546,Caribbean,Emeril's Caribbean Cocktail,Cholesterol,108mg,False,36.29
6,148546,Caribbean,Emeril's Caribbean Cocktail,Sodium,781mg,False,33.98
0,759173,Caribbean,Caribbean Coconut Rice,Calories,272k,False,13.64
1,759173,Caribbean,Caribbean Coconut Rice,Fat,10g,False,16.68
2,759173,Caribbean,Caribbean Coconut Rice,Saturated Fat,1g,True,11.94
3,759173,Caribbean,Caribbean Coconut Rice,Carbohydrates,33g,False,11.16
4,759173,Caribbean,Caribbean Coconut Rice,Sugar,5g,True,5.89
5,759173,Caribbean,Caribbean Coconut Rice,Cholesterol,17mg,False,5.67
6,759173,Caribbean,Caribbean Coconut Rice,Sodium,1035mg,False,45.02
0,148754,Caribbean,Caribbean Reef Chicken,Calories,213k,False,10.67
1,148754,Caribbean,Caribbean Reef Chicken,Fat,10g,False,15.91
2,148754,Caribbean,Caribbean Reef Chicken,Saturated Fat,7g,True,46.13
3,148754,Caribbean,Caribbean Reef Chicken,Carbohydrates,27g,False,9.31
4,148754,Caribbean,Caribbean Reef Chicken,Sugar,7g,True,8.45
5,148754,Caribbean,Caribbean Reef Chicken,Cholesterol,0.0mg,False,0.0
6,148754,Caribbean,Caribbean Reef Chicken,Sodium,892mg,False,38.79
0,143906,Caribbean,Martha's Jerk Chicken,Calories,659k,False,32.95
1,143906,Caribbean,Martha's Jerk Chicken,Fat,12g,False,19.14
2,143906,Caribbean,Martha's Jerk Chicken,Saturated Fat,4g,True,30.09
3,143906,Caribbean,Martha's Jerk Chicken,Carbohydrates,85g,False,28.49
4,143906,Caribbean,Martha's Jerk Chicken,Sugar,34g,True,38.23
5,143906,Caribbean,Martha's Jerk Chicken,Cholesterol,136mg,False,45.36
6,143906,Caribbean,Martha's Jerk Chicken,Sodium,994mg,False,43.23
0,325702,Caribbean,Caribbean Jerk Chicken Wings,Calories,332k,False,16.61
1,325702,Caribbean,Caribbean Jerk Chicken Wings,Fat,15g,False,24.24
2,325702,Caribbean,Caribbean Jerk Chicken Wings,Saturated Fat,2g,True,18.29
3,325702,Caribbean,Caribbean Jerk Chicken Wings,Carbohydrates,15g,False,5.19
4,325702,Caribbean,Caribbean Jerk Chicken Wings,Sugar,2g,True,2.48
5,325702,Caribbean,Caribbean Jerk Chicken Wings,Cholesterol,98mg,False,32.87
6,325702,Caribbean,Caribbean Jerk Chicken Wings,Sodium,399mg,False,17.38
0,447964,Caribbean,Shamrock Cutout Pound Cake,Calories,673k,False,33.66
1,447964,Caribbean,Shamrock Cutout Pound Cake,Fat,46g,False,72.11
2,447964,Caribbean,Shamrock Cutout Pound Cake,Saturated Fat,15g,True,99.55
3,447964,Caribbean,Shamrock Cutout Pound Cake,Carbohydrates,33g,False,11.27
4,447964,Caribbean,Shamrock Cutout Pound Cake,Sugar,6g,True,6.99
5,447964,Caribbean,Shamrock Cutout Pound Cake,Cholesterol,95mg,False,31.75
6,447964,Caribbean,Shamrock Cutout Pound Cake,Sodium,1183mg,False,51.45
0,447259,Caribbean,Chocolate Candy Clusters,Calories,460k,False,23.03
1,447259,Caribbean,Chocolate Candy Clusters,Fat,6g,False,10.32
2,447259,Caribbean,Chocolate Candy Clusters,Saturated Fat,1g,True,8.54
3,447259,Caribbean,Chocolate Candy Clusters,Carbohydrates,48g,False,16.13
4,447259,Caribbean,Chocolate Candy Clusters,Sugar,34g,True,37.97
5,447259,Caribbean,Chocolate Candy Clusters,Cholesterol,145mg,False,48.38
6,447259,Caribbean,Chocolate Candy Clusters,Sodium,1090mg,False,47.43
0,490032,Caribbean,Peppermint White Chocolate Mousse Pie,Calories,452k,False,22.64
1,490032,Caribbean,Peppermint White Chocolate Mousse Pie,Fat,30g,False,46.18
2,490032,Caribbean,Peppermint White Chocolate Mousse Pie,Saturated Fat,14g,True,89.35
3,490032,Caribbean,Peppermint White Chocolate Mousse Pie,Carbohydrates,10g,False,3.48
4,490032,Caribbean,Peppermint White Chocolate Mousse Pie,Sugar,5g,True,6.25
5,490032,Caribbean,Peppermint White Chocolate Mousse Pie,Cholesterol,120mg,False,40.24
6,490032,Caribbean,Peppermint White Chocolate Mousse Pie,Sodium,996mg,False,43.34
0,143711,Caribbean,Caribbean Chicken,Calories,689k,False,34.47
1,143711,Caribbean,Caribbean Chicken,Fat,20g,False,31.73
2,143711,Caribbean,Caribbean Chicken,Saturated Fat,5g,True,32.13
3,143711,Caribbean,Caribbean Chicken,Carbohydrates,59g,False,19.78
4,143711,Caribbean,Caribbean Chicken,Sugar,21g,True,24.0
5,143711,Caribbean,Caribbean Chicken,Cholesterol,145mg,False,48.38
6,143711,Caribbean,Caribbean Chicken,Sodium,656mg,False,28.52
7,143711,Caribbean,Caribbean Chicken,Alcohol,7g,False,41.75
0,74352,Caribbean,Grilling: Jerk Chicken for Columbus Day,Calories,249k,False,12.47
1,74352,Caribbean,Grilling: Jerk Chicken for Columbus Day,Fat,9g,False,14.23
2,74352,Caribbean,Grilling: Jerk Chicken for Columbus Day,Saturated Fat,1g,True,7.96
3,74352,Caribbean,Grilling: Jerk Chicken for Columbus Day,Carbohydrates,41g,False,13.83
4,74352,Caribbean,Grilling: Jerk Chicken for Columbus Day,Sugar,21g,True,23.88
5,74352,Caribbean,Grilling: Jerk Chicken for Columbus Day,Cholesterol,0.0mg,False,0.0
6,74352,Caribbean,Grilling: Jerk Chicken for Columbus Day,Sodium,442mg,False,19.24
0,89586,Caribbean,Caribbean Spiced Tuna,Calories,507k,False,25.39
1,89586,Caribbean,Caribbean Spiced Tuna,Fat,41g,False,63.97
2,89586,Caribbean,Caribbean Spiced Tuna,Saturated Fat,30g,True,193.01
3,89586,Caribbean,Caribbean Spiced Tuna,Carbohydrates,21g,False,7.25
4,89586,Caribbean,Caribbean Spiced Tuna,Sugar,4g,True,4.63
5,89586,Caribbean,Caribbean Spiced Tuna,Cholesterol,30mg,False,10.2
6,89586,Caribbean,Caribbean Spiced Tuna,Sodium,927mg,False,40.35
0,74422,Caribbean,Caribbean Chicken With Coconut Milk,Calories,140k,False,7.05
1,74422,Caribbean,Caribbean Chicken With Coconut Milk,Fat,0.5g,False,0.78
2,74422,Caribbean,Caribbean Chicken With Coconut Milk,Saturated Fat,0.13g,True,0.82
3,74422,Caribbean,Caribbean Chicken With Coconut Milk,Carbohydrates,30g,False,10.03
4,74422,Caribbean,Caribbean Chicken With Coconut Milk,Sugar,15g,True,16.77
5,74422,Caribbean,Caribbean Chicken With Coconut Milk,Cholesterol,0.23mg,False,0.08
6,74422,Caribbean,Caribbean Chicken With Coconut Milk,Sodium,295mg,False,12.86
0,240885,Caribbean,Mulled Wine,Calories,225k,False,11.25
1,240885,Caribbean,Mulled Wine,Fat,6g,False,10.72
2,240885,Caribbean,Mulled Wine,Saturated Fat,2g,True,15.83
3,240885,Caribbean,Mulled Wine,Carbohydrates,11g,False,3.88
4,240885,Caribbean,Mulled Wine,Sugar,5g,True,6.65
5,240885,Caribbean,Mulled Wine,Cholesterol,68mg,False,22.68
6,240885,Caribbean,Mulled Wine,Sodium,632mg,False,27.5
0,195504,Caribbean,Hellfire Jerk Chicken With Rummy Grilled Pineapple,Calories,12k,False,0.61
1,195504,Caribbean,Hellfire Jerk Chicken With Rummy Grilled Pineapple,Fat,0.11g,False,0.17
2,195504,Caribbean,Hellfire Jerk Chicken With Rummy Grilled Pineapple,Saturated Fat,0.01g,True,0.08
3,195504,Caribbean,Hellfire Jerk Chicken With Rummy Grilled Pineapple,Carbohydrates,2g,False,0.97
4,195504,Caribbean,Hellfire Jerk Chicken With Rummy Grilled Pineapple,Sugar,1g,True,1.97
5,195504,Caribbean,Hellfire Jerk Chicken With Rummy Grilled Pineapple,Cholesterol,0.0mg,False,0.0
6,195504,Caribbean,Hellfire Jerk Chicken With Rummy Grilled Pineapple,Sodium,29mg,False,1.28
0,1211,Caribbean,Caribbean Fish Soup,Calories,189k,False,9.46
1,1211,Caribbean,Caribbean Fish Soup,Fat,5g,False,9.13
2,1211,Caribbean,Caribbean Fish Soup,Saturated Fat,1g,True,8.22
3,1211,Caribbean,Caribbean Fish Soup,Carbohydrates,15g,False,5.31
4,1211,Caribbean,Caribbean Fish Soup,Sugar,8g,True,9.58
5,1211,Caribbean,Caribbean Fish Soup,Cholesterol,89mg,False,29.92
6,1211,Caribbean,Caribbean Fish Soup,Sodium,302mg,False,13.13
0,137068,Caribbean,Barbecued Jerk Chicken,Calories,603k,False,30.16
1,137068,Caribbean,Barbecued Jerk Chicken,Fat,30g,False,46.16
2,137068,Caribbean,Barbecued Jerk Chicken,Saturated Fat,8g,True,52.79
3,137068,Caribbean,Barbecued Jerk Chicken,Carbohydrates,40g,False,13.52
4,137068,Caribbean,Barbecued Jerk Chicken,Sugar,28g,True,31.65
5,137068,Caribbean,Barbecued Jerk Chicken,Cholesterol,142mg,False,47.61
6,137068,Caribbean,Barbecued Jerk Chicken,Sodium,3573mg,False,155.37
0,98788,Caribbean,Taste the Islands Jerk Chicken Salad,Calories,260k,False,13.04
1,98788,Caribbean,Taste the Islands Jerk Chicken Salad,Fat,10g,False,15.55
2,98788,Caribbean,Taste the Islands Jerk Chicken Salad,Saturated Fat,1g,True,7.59
3,98788,Caribbean,Taste the Islands Jerk Chicken Salad,Carbohydrates,18g,False,6.23
4,98788,Caribbean,Taste the Islands Jerk Chicken Salad,Sugar,16g,True,18.42
5,98788,Caribbean,Taste the Islands Jerk Chicken Salad,Cholesterol,72mg,False,24.19
6,98788,Caribbean,Taste the Islands Jerk Chicken Salad,Sodium,425mg,False,18.51
0,150729,Caribbean,Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney,Calories,204k,False,10.23
1,150729,Caribbean,Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney,Fat,9g,False,14.86
2,150729,Caribbean,Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney,Saturated Fat,1g,True,9.28
3,150729,Caribbean,Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney,Carbohydrates,4g,False,1.41
4,150729,Caribbean,Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney,Sugar,1g,True,1.57
5,150729,Caribbean,Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney,Cholesterol,72mg,False,24.19
6,150729,Caribbean,Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney,Sodium,308mg,False,13.41
0,74293,Caribbean,Jerk Chicken,Calories,932k,False,46.61
1,74293,Caribbean,Jerk Chicken,Fat,75g,False,115.56
2,74293,Caribbean,Jerk Chicken,Saturated Fat,45g,True,283.12
3,74293,Caribbean,Jerk Chicken,Carbohydrates,54g,False,18.17
4,74293,Caribbean,Jerk Chicken,Sugar,48g,True,53.84
5,74293,Caribbean,Jerk Chicken,Cholesterol,223mg,False,74.59
6,74293,Caribbean,Jerk Chicken,Sodium,569mg,False,24.77
0,760357,Caribbean,Caribbean Sweet Potato Salad,Calories,221k,False,11.06
1,760357,Caribbean,Caribbean Sweet Potato Salad,Fat,11g,False,17.4
2,760357,Caribbean,Caribbean Sweet Potato Salad,Saturated Fat,5g,True,36.9
3,760357,Caribbean,Caribbean Sweet Potato Salad,Carbohydrates,0.78g,False,0.26
4,760357,Caribbean,Caribbean Sweet Potato Salad,Sugar,0.21g,True,0.23
5,760357,Caribbean,Caribbean Sweet Potato Salad,Cholesterol,106mg,False,35.39
6,760357,Caribbean,Caribbean Sweet Potato Salad,Sodium,442mg,False,19.22
